Время: 04/05/2017 21:14:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,657189805832314| Всего: 0,657189805832314| Состояние: OK 
Время: 04/19/2017 18:56:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0090042864200679| Всего: 3,54407241372118| Состояние: NOLOAD 
Время: 04/19/2017 18:56:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00988288606511563| Всего: 3,5539552997863| Состояние: NOLOAD 
Время: 04/19/2017 18:56:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00705449010574002| Всего: 3,56100978989204| Состояние: NOLOAD 
Время: 04/19/2017 18:56:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000811489071143553| Всего: 3,56182127896318| Состояние: NOLOAD 
Время: 04/19/2017 18:56:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00735297723084361| Всего: 3,56917425619402| Состояние: NOLOAD 
Время: 04/19/2017 18:56:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00752138354700123| Всего: 3,57669563974102| Состояние: NOLOAD 
Время: 04/19/2017 18:56:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00589328129584588| Всего: 3,58258892103687| Состояние: NOLOAD 
Время: 04/19/2017 18:56:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00309565613190441| Всего: 3,58568457716877| Состояние: NOLOAD 
Время: 04/19/2017 18:56:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 7,24620838055676E-05| Всего: 3,58575703925258| Состояние: NOLOAD 
Время: 04/19/2017 18:56:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00642800425944291| Всего: 3,59218504351202| Состояние: NOLOAD 
Время: 04/19/2017 18:56:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000849258718476286| Всего: 3,5930343022305| Состояние: NOLOAD 
Время: 04/19/2017 18:56:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00930055096247259| Всего: 3,60233485319297| Состояние: NOLOAD 
Время: 04/19/2017 18:57:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00460232103457782| Всего: 3,60693717422755| Состояние: NOLOAD 
Время: 04/19/2017 18:57:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00776648151584271| Всего: 3,61470365574339| Состояние: NOLOAD 
Время: 04/19/2017 18:57:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00250775283319305| Всего: 3,61721140857658| Состояние: NOLOAD 
Время: 04/19/2017 18:57:10 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00155102331263526| Всего: 3,61876243188922| Состояние: NOLOAD 
Время: 04/19/2017 18:57:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00369429502808223| Всего: 3,6224567269173| Состояние: NOLOAD 
Время: 04/19/2017 18:57:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00373458059212872| Всего: 3,62619130750943| Состояние: NOLOAD 
Время: 04/19/2017 18:57:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00181880672081318| Всего: 3,62801011423024| Состояние: NOLOAD 
Время: 04/19/2017 18:57:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00756638226451649| Всего: 3,63557649649476| Состояние: NOLOAD 
Время: 04/19/2017 18:57:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00344712494567368| Всего: 3,63902362144043| Состояние: NOLOAD 
Время: 04/19/2017 18:57:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00612832282489553| Всего: 3,64515194426533| Состояние: NOLOAD 
Время: 04/19/2017 18:57:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00882645101231823| Всего: 3,65397839527765| Состояние: NOLOAD 
Время: 04/19/2017 18:57:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00672935889415879| Всего: 3,66070775417181| Состояние: NOLOAD 
Время: 04/19/2017 18:57:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00716409815808949| Всего: 3,6678718523299| Состояние: NOLOAD 
Время: 04/19/2017 18:57:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00542753000996426| Всего: 3,67329938233986| Состояние: NOLOAD 
Время: 04/19/2017 18:57:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00920469132680664| Всего: 3,68250407366667| Состояние: NOLOAD 
Время: 04/19/2017 18:57:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00937764759146499| Всего: 3,69188172125814| Состояние: NOLOAD 
Время: 04/19/2017 18:57:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00737211645458458| Всего: 3,69925383771272| Состояние: NOLOAD 
Время: 04/19/2017 18:57:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00956961921861843| Всего: 3,70882345693134| Состояние: NOLOAD 
Время: 04/19/2017 18:57:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00486754873062835| Всего: 3,71369100566197| Состояние: NOLOAD 
Время: 04/19/2017 18:57:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00486304496641413| Всего: 3,71855405062838| Состояние: NOLOAD 
Время: 04/19/2017 18:58:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00491474566278734| Всего: 3,72346879629117| Состояние: NOLOAD 
Время: 04/19/2017 18:58:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0079139191042231| Всего: 3,73138271539539| Состояние: NOLOAD 
Время: 04/19/2017 18:58:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00216169811885883| Всего: 3,73354441351425| Состояние: NOLOAD 
Время: 04/19/2017 18:58:10 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00487662147026352| Всего: 3,73842103498451| Состояние: NOLOAD 
Время: 04/19/2017 18:58:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00548347570723084| Всего: 3,74390451069174| Состояние: NOLOAD 
Время: 04/19/2017 18:58:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00314772007667819| Всего: 3,74705223076842| Состояние: NOLOAD 
Время: 04/19/2017 18:58:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00444418153466852| Всего: 3,75149641230309| Состояние: NOLOAD 
Время: 04/19/2017 18:58:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00214931254375228| Всего: 3,75364572484684| Состояние: NOLOAD 
Время: 04/19/2017 18:58:27 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00556529097518199| Всего: 3,75921101582202| Состояние: NOLOAD 
Время: 04/19/2017 18:58:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00236311422770988| Всего: 3,76157413004973| Состояние: NOLOAD 
Время: 04/19/2017 18:58:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000689881542087477| Всего: 3,76226401159182| Состояние: NOLOAD 
Время: 04/19/2017 18:58:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 8,34565656648281E-05| Всего: 3,76234746815748| Состояние: NOLOAD 
Время: 04/19/2017 18:58:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00612948469637404| Всего: 3,76847695285385| Состояние: NOLOAD 
Время: 04/19/2017 18:58:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0043773324342339| Всего: 3,77285428528808| Состояние: NOLOAD 
Время: 04/19/2017 18:58:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00850394750409943| Всего: 3,78135823279218| Состояние: NOLOAD 
Время: 04/19/2017 18:58:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00510825829352637| Всего: 3,78646649108571| Состояние: NOLOAD 
Время: 04/19/2017 18:58:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00238900678343559| Всего: 3,78885549786915| Состояние: NOLOAD 
Время: 04/19/2017 18:58:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00275219441985348| Всего: 3,791607692289| Состояние: NOLOAD 
Время: 04/19/2017 18:58:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00764085661044384| Всего: 3,79924854889944| Состояние: NOLOAD 
Время: 04/19/2017 18:58:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00914650242735934| Всего: 3,8083950513268| Состояние: NOLOAD 
Время: 04/19/2017 18:59:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00556353221906514| Всего: 3,81395858354587| Состояние: NOLOAD 
Время: 04/19/2017 18:59:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00192864916377172| Всего: 3,81588723270964| Состояние: NOLOAD 
Время: 04/19/2017 18:59:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00874650467128796| Всего: 3,82463373738093| Состояние: NOLOAD 
Время: 04/19/2017 18:59:12 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00287596359517237| Всего: 3,8275097009761| Состояние: NOLOAD 
Время: 04/19/2017 18:59:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0010564350527974| Всего: 3,8285661360289| Состояние: NOLOAD 
Время: 04/19/2017 18:59:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000325131211581235| Всего: 3,82889126724048| Состояние: NOLOAD 
Время: 04/19/2017 18:59:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00364739091305406| Всего: 3,83253865815353| Состояние: NOLOAD 
Время: 04/19/2017 18:59:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00192544722087935| Всего: 3,83446410537441| Состояние: NOLOAD 
Время: 04/19/2017 18:59:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00831669222019459| Всего: 3,8427807975946| Состояние: NOLOAD 
Время: 04/19/2017 18:59:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00651563370438089| Всего: 3,84929643129898| Состояние: NOLOAD 
Время: 04/19/2017 18:59:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00572353967731983| Всего: 3,8550199709763| Состояние: NOLOAD 
Время: 04/19/2017 18:59:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000502842865187136| Всего: 3,85552281384149| Состояние: NOLOAD 
Время: 04/19/2017 18:59:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00156045552881456| Всего: 3,8570832693703| Состояние: NOLOAD 
Время: 04/19/2017 18:59:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00598621375206216| Всего: 3,86306948312236| Состояние: NOLOAD 
Время: 04/19/2017 18:59:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00438580529968525| Всего: 3,86745528842205| Состояние: NOLOAD 
Время: 04/19/2017 18:59:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00668840193035472| Всего: 3,8741436903524| Состояние: NOLOAD 
Время: 04/19/2017 18:59:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00560478339698388| Всего: 3,87974847374938| Состояние: NOLOAD 
Время: 04/19/2017 18:59:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00763113136292954| Всего: 3,88737960511231| Состояние: NOLOAD 
Время: 04/19/2017 18:59:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00606754760540442| Всего: 3,89344715271771| Состояние: NOLOAD 
Время: 04/19/2017 18:59:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000546574951404042| Всего: 3,89399372766911| Состояние: NOLOAD 
Время: 04/19/2017 19:00:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0092903990574602| Всего: 3,90328412672657| Состояние: NOLOAD 
Время: 04/19/2017 19:00:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0096694941770609| Всего: 3,91295362090363| Состояние: NOLOAD 
Время: 04/19/2017 19:00:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00200109128933451| Всего: 3,91495471219296| Состояние: NOLOAD 
Время: 04/19/2017 19:00:10 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0010840107179638| Всего: 3,91603872291092| Состояние: NOLOAD 
Время: 04/19/2017 19:00:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00543844128280806| Всего: 3,92147716419373| Состояние: NOLOAD 
Время: 04/19/2017 19:00:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00874299444665341| Всего: 3,93022015864038| Состояние: NOLOAD 
Время: 04/19/2017 19:00:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000599874197784753| Всего: 3,93082003283816| Состояние: NOLOAD 
Время: 04/19/2017 19:00:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00278676572385559| Всего: 3,93360679856202| Состояние: NOLOAD 
Время: 04/19/2017 19:00:25 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00692358250586483| Всего: 3,94053038106788| Состояние: NOLOAD 
Время: 04/19/2017 19:00:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00409643303328028| Всего: 3,94462681410116| Состояние: NOLOAD 
Время: 04/19/2017 19:00:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0069886408080294| Всего: 3,95161545490919| Состояние: NOLOAD 
Время: 04/19/2017 19:00:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0046199220347311| Всего: 3,95623537694392| Состояние: NOLOAD 
Время: 04/19/2017 19:00:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00192876260817459| Всего: 3,95816413955209| Состояние: NOLOAD 
Время: 04/19/2017 19:00:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00572104630326901| Всего: 3,96388518585536| Состояние: NOLOAD 
Время: 04/19/2017 19:00:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00929951274734899| Всего: 3,97318469860271| Состояние: NOLOAD 
Время: 04/19/2017 19:00:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00298609649901562| Всего: 3,97617079510173| Состояние: NOLOAD 
Время: 04/19/2017 19:00:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00916741443293514| Всего: 3,98533820953467| Состояние: NOLOAD 
Время: 04/19/2017 19:00:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00928573452368646| Всего: 3,99462394405836| Состояние: NOLOAD 
Время: 04/19/2017 19:00:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00382018641746612| Всего: 3,99844413047583| Состояние: NOLOAD 
Время: 04/19/2017 19:00:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00515834449564961| Всего: 4,00360247497148| Состояние: NOLOAD 
Время: 04/19/2017 19:01:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00950032916362413| Всего: 4,0131028041351| Состояние: NOLOAD 
Время: 04/19/2017 19:01:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00251873431378917| Всего: 4,01562153844889| Состояние: NOLOAD 
Время: 04/19/2017 19:01:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0038326203235577| Всего: 4,01945415877245| Состояние: NOLOAD 
Время: 04/19/2017 19:01:10 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00904965727080109| Всего: 4,02850381604325| Состояние: NOLOAD 
Время: 04/19/2017 19:01:13 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00663957455039004| Всего: 4,03514339059364| Состояние: NOLOAD 
Время: 04/19/2017 19:01:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000187038676900341| Всего: 4,03533042927054| Состояние: NOLOAD 
Время: 04/19/2017 19:01:19 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00852300103685027| Всего: 4,04385343030739| Состояние: NOLOAD 
Время: 04/19/2017 19:01:22 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000143270944311875| Всего: 4,0439967012517| Состояние: NOLOAD 
Время: 04/19/2017 19:01:27 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00999152713454865| Всего: 4,05398822838625| Состояние: NOLOAD 
Время: 04/19/2017 19:01:28 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00181554557374471| Всего: 4,05580377395999| Состояние: NOLOAD 
Время: 04/19/2017 19:01:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00950347489654248| Всего: 4,06530724885653| Состояние: NOLOAD 
Время: 04/19/2017 19:01:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00475787542050605| Всего: 4,07006512427704| Состояние: NOLOAD 
Время: 04/19/2017 19:01:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00668464681444906| Всего: 4,07674977109149| Состояние: NOLOAD 
Время: 04/19/2017 19:01:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0070942816590398| Всего: 4,08384405275053| Состояние: NOLOAD 
Время: 04/19/2017 19:01:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00985610336989914| Всего: 4,09370015612043| Состояние: NOLOAD 
Время: 04/19/2017 19:01:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00589403804200424| Всего: 4,09959419416243| Состояние: NOLOAD 
Время: 04/19/2017 19:01:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00992755787443722| Всего: 4,10952175203687| Состояние: NOLOAD 
Время: 04/19/2017 19:01:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00766249395332415| Всего: 4,11718424599019| Состояние: NOLOAD 
Время: 04/19/2017 19:01:56 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00743752231236432| Всего: 4,12462176830255| Состояние: NOLOAD 
Время: 04/19/2017 19:01:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,002313440606144| Всего: 4,12693520890869| Состояние: NOLOAD 
Время: 04/19/2017 19:02:01 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00972525701379648| Всего: 4,13666046592249| Состояние: NOLOAD 
Время: 04/19/2017 19:02:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000860625189198472| Всего: 4,13752109111169| Состояние: NOLOAD 
Время: 04/19/2017 19:02:07 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00500186471501452| Всего: 4,1425229558267| Состояние: NOLOAD 
Время: 04/19/2017 19:02:12 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00422025918691431| Всего: 4,14674321501361| Состояние: NOLOAD 
Время: 04/19/2017 19:02:14 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00952699289635149| Всего: 4,15627020790996| Состояние: NOLOAD 
Время: 04/19/2017 19:02:16 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00110361764258874| Всего: 4,15737382555255| Состояние: NOLOAD 
Время: 04/19/2017 19:02:27 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00857408025701255| Всего: 4,16594790580956| Состояние: NOLOAD 
Время: 04/19/2017 19:02:29 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00668670100471317| Всего: 4,17847401603982| Состояние: OK 
Время: 04/19/2017 19:02:29 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00583940922554555| Всего: 4,17178731503511| Состояние: OK 
Время: 04/19/2017 19:02:30 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00139970880066962| Всего: 4,17987372484049| Состояние: OK 
Время: 04/19/2017 19:02:31 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00752098749741958| Всего: 4,18739471233791| Состояние: NOLOAD 
Время: 04/19/2017 19:02:34 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00631904887329743| Всего: 4,19371376121121| Состояние: NOLOAD 
Время: 04/19/2017 19:02:37 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00381094494546342| Всего: 4,19752470615667| Состояние: NOLOAD 
Время: 04/19/2017 19:02:40 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00090920310975481| Всего: 4,19843390926642| Состояние: NOLOAD 
Время: 04/19/2017 19:02:43 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00104624578777991| Всего: 4,1994801550542| Состояние: NOLOAD 
Время: 04/19/2017 19:02:46 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00677166474367104| Всего: 4,20625181979787| Состояние: NOLOAD 
Время: 04/19/2017 19:02:49 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0058368738535032| Всего: 4,21208869365137| Состояние: NOLOAD 
Время: 04/19/2017 19:02:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00295143401853341| Всего: 4,2150401276699| Состояние: NOLOAD 
Время: 04/19/2017 19:02:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00444443616757376| Всего: 4,21948456383747| Состояние: NOLOAD 
Время: 04/19/2017 19:02:58 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00525140260590771| Всего: 4,22473596644338| Состояние: NOLOAD 
Время: 04/19/2017 19:03:02 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000219993409803134| Всего: 4,22495595985318| Состояние: NOLOAD 
Время: 04/19/2017 19:03:04 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000456603253472877| Всего: 4,22541256310665| Состояние: NOLOAD 
Время: 04/19/2017 19:06:47 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00279523858930694| Всего: 4,22820780169596| Состояние: NOLOAD 
Время: 04/19/2017 19:06:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00510803693212012| Всего: 4,23331583862808| Состояние: NOLOAD 
Время: 04/19/2017 19:06:55 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00459295813673779| Всего: 4,23790879676482| Состояние: NOLOAD 
Время: 04/19/2017 19:07:03 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00223076538752334| Всего: 4,24013956215234| Состояние: NOLOAD 
Время: 04/19/2017 19:10:52 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00793527522028204| Всего: 4,24807483737262| Состояние: NOLOAD 
Время: 04/19/2017 19:10:54 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00483448094913479| Всего: 4,25290931832175| Состояние: NOLOAD 
Время: 04/19/2017 19:10:57 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00586494293336987| Всего: 4,25877426125512| Состояние: NOLOAD 
Время: 04/19/2017 19:11:00 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00340547470534475| Всего: 4,26217973596046| Состояние: NOLOAD 
Время: 04/19/2017 19:11:03 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00305853862457841| Всего: 4,26523827458504| Состояние: NOLOAD 
Время: 04/19/2017 19:11:06 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00150492047961099| Всего: 4,26674319506465| Состояние: NOLOAD 
Время: 04/19/2017 19:11:09 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00184821221132214| Всего: 4,26859140727597| Состояние: NOLOAD 
Время: 04/19/2017 19:11:12 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00150674581132212| Всего: 4,27009815308729| Состояние: NOLOAD 
Время: 04/19/2017 19:11:15 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00543308748185313| Всего: 4,27553124056914| Состояние: NOLOAD 
Время: 04/19/2017 19:11:18 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00863970397442566| Всего: 4,28417094454357| Состояние: NOLOAD 
Время: 04/19/2017 19:11:21 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00751686959877465| Всего: 4,29168781414235| Состояние: NOLOAD 
Время: 04/19/2017 19:11:24 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00961236113664338| Всего: 4,30130017527899| Состояние: NOLOAD 
Время: 04/19/2017 19:11:27 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0095226643744496| Всего: 4,31082283965344| Состояние: NOLOAD 
Время: 04/19/2017 19:11:32 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00553595690780131| Всего: 4,31635879656124| Состояние: NOLOAD 
Время: 04/19/2017 19:11:33 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,0016129584198878| Всего: 4,31797175498113| Состояние: NOLOAD 
Время: 04/19/2017 19:11:36 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00268359181130472| Всего: 4,32065534679244| Состояние: NOLOAD 
Время: 04/19/2017 19:11:39 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00345656993959871| Всего: 4,32411191673204| Состояние: NOLOAD 
Время: 04/19/2017 19:11:42 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00859181833387903| Всего: 4,33270373506592| Состояние: NOLOAD 
Время: 04/19/2017 19:11:45 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00429455807632513| Всего: 4,33699829314225| Состояние: NOLOAD 
Время: 04/19/2017 19:11:48 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00318442602324506| Всего: 4,3401827191655| Состояние: NOLOAD 
Время: 04/19/2017 19:11:51 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,000946930475042635| Всего: 4,34112964964054| Состояние: NOLOAD 
Время: 04/19/2017 19:11:54 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00577544370469425| Всего: 4,34690509334523| Состояние: NOLOAD 
Время: 04/19/2017 19:12:20 Подразделение:  ДСЗ-3| Устройство: Отсев| Текущие показания: 0,00604803587125988| Всего: 4,35295312921649| Состояние: NOLOAD 
